r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
twen -- Automation [indie rock/ alternative] (2022),twen - Automation [Official Music Video] (2022),2022-11-11,0.78,12.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'twen - Automation [Official Music Video] (2022)', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/z4TORGSOmgs?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""twen - Automation [Official Music Video] (2022)""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'twen band TV', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/z4TORGSOmgs/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/twenbandtv'}, 'type': 'youtube.com'}",twen,Automation,twen,Automation,"indie rock, alternative",youtube,,https://www.youtube.com/watch?v=z4TORGSOmgs,z4TORGSOmgs,,,,twen - Automation [Official Music Video] (2022),twen band TV,2022-11-11T09:43:43Z,PT4M,526,https://i.ytimg.com/vi/z4TORGSOmgs/hqdefault.jpg,52,8,,526,52,8,04:,2022-11-11,12
"fleshwater -- ""baldpate driver"" [post-hardcore] (2022)",Baldpate Driver,2022-11-08,0.74,11.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Baldpate Driver', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/wFkL2ZDp8xE?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Baldpate Driver""></iframe>', 'author_name': 'Fleshwater - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/wFkL2ZDp8xE/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC7JiIn2zpFHy_-VFh0ut6Tw'}}",fleshwater,baldpate driver,,,post-hardcore,youtube,,https://www.youtube.com/watch?v=wFkL2ZDp8xE,wFkL2ZDp8xE,,,,Baldpate Driver,Fleshwater - Topic,2022-11-03T10:02:53Z,PT4M14S,8050,https://i.ytimg.com/vi/wFkL2ZDp8xE/hqdefault.jpg,470,0,"['Fleshwater', 'Anthony Didio jr', 'Jeremy Martin', 'Matt Wood', 'Marisa Shirar', ""We're Not Here to Be Loved"", 'Baldpate Driver']",8.05K,470,0,04:14,2022-11-03,11
The Worst Band In The History Of Music - This Album Is Shorter Than Our Attention Span EP [Noisecore] (2022),The Worst Band in the History of Music - This Album is Shorter Than... FULL EP (2022 - Noisecore),2022-11-11,0.74,10.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Worst Band in the History of Music - This Album is Shorter Than... FULL EP (2022 - Noisecore)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/PcNn-qcNilg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Worst Band in the History of Music - This Album is Shorter Than... FULL EP (2022 - Noisecore)""></iframe>', 'author_name': 'Gore Grinder', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/PcNn-qcNilg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/GoreGrinder'}}",The Worst Band In The History Of Music,This Is Shorter Than Our Attention Span EP,The Worst Band in the History of Music,This is Shorter Than... FULL EP,noisecore,youtube,,https://www.youtube.com/watch?v=PcNn-qcNilg,PcNn-qcNilg,,,,The Worst Band in the History of Music - This Album is Shorter Than... FULL EP (2022 - Noisecore),Gore Grinder,2022-11-01T19:11:23Z,PT43S,4799,https://i.ytimg.com/vi/PcNn-qcNilg/hqdefault.jpg,389,79,"['The Worst Band in the History of Music', 'This Album is Shorter Than Our Attention Span', 'Noisegrind', 'Grind', 'Grindcore', 'Grindnoise', 'Deathgrind', 'Noisecore', 'Powerviolence', 'Raw Punk', 'Noise Punk', 'Hardcore Punk', 'No Wave', 'Anti-music', 'Noise', 'Harsh Noise', 'FULL ALBUM']",4.8K,389,79,43,2022-11-01,10
The Book Club - Ego Trip [Indie/Indie Rock] (2022),The Book Club - 'Ego Trip' (Official Music Video),2022-11-11,0.82,10.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': ""The Book Club - 'Ego Trip' (Official Music Video)"", 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/akrUTqRfXKU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Book Club - &#39;Ego Trip&#39; (Official Music Video)""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'The Book Club', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/akrUTqRfXKU/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCoXFAfYQss-a7qKh34cHjNw'}, 'type': 'youtube.com'}",The Book Club,Ego Trip,The Book Club,Ego Trip,"indie, indie rock",youtube,,https://www.youtube.com/watch?v=akrUTqRfXKU,akrUTqRfXKU,,,,The Book Club - 'Ego Trip' (Official Music Video),The Book Club,2022-10-14T17:00:18Z,PT3M24S,469,https://i.ytimg.com/vi/akrUTqRfXKU/hqdefault.jpg,37,10,,469,37,10,03:24,2022-10-14,10
Entrails - Descend to the Beyond [Swedish Death Metal] (2013),Descend to the Beyond,2022-11-08,0.73,9.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Descend to the Beyond', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/Iz46sPY5toU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Descend to the Beyond""></iframe>', 'author_name': 'Entrails - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Iz46sPY5toU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCgJyENovNgTY8gd9309-SAQ'}}",Entrails,Descend to the Beyond,,,swedish death metal,youtube,,https://www.youtube.com/watch?v=Iz46sPY5toU,Iz46sPY5toU,,,,Descend to the Beyond,Entrails - Topic,2017-01-25T23:21:21Z,PT5M2S,2105,https://i.ytimg.com/vi/Iz46sPY5toU/hqdefault.jpg,61,0,"['Entrails', 'Raging Death', 'Descend to the Beyond']",2.1K,61,0,05:02,2017-01-25,9
The Mystic Knights of the Oingo Boingo - Minnie the Moocher [Jazz],The Mystic Knights of the Oingo Boingo | Minnie The Moocher | 1977,2022-11-11,0.72,9.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Mystic Knights of the Oingo Boingo | Minnie The Moocher | 1977', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/ri1qeQS5Jps?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Mystic Knights of the Oingo Boingo | Minnie The Moocher | 1977""></iframe>', 'author_name': 'Mistah', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ri1qeQS5Jps/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCngjE398aLYbOJ6lOjNuynA'}}",The Mystic Knights of the Oingo Boingo,Minnie the Moocher,The Mystic Knights of the Oingo Boingo,Minnie The Moocher | 1977,jazz,youtube,,https://www.youtube.com/watch?v=ri1qeQS5Jps,ri1qeQS5Jps,,,,The Mystic Knights of the Oingo Boingo | Minnie The Moocher | 1977,Mistah,2021-08-01T16:18:01Z,PT3M16S,4462,https://i.ytimg.com/vi/ri1qeQS5Jps/hqdefault.jpg,280,9,,4.46K,280,9,03:16,2021-08-01,9
Bill Evans Trio - Blue In Green [Piano Cover],Bill Evans Trio - Blue In Green By 将,2022-11-11,0.9,8.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Bill Evans Trio - Blue In Green By 将', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/Z41ycPkSnMY?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Bill Evans Trio - Blue In Green By 将""></iframe>', 'author_name': '将', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Z41ycPkSnMY/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/AliceNineShou'}}",Bill Evans Trio,Blue In Green,Bill Evans Trio,Blue In Green By 将,piano cover,youtube,,https://www.youtube.com/watch?v=Z41ycPkSnMY,Z41ycPkSnMY,,,,Bill Evans Trio - Blue In Green By 将,将,2022-11-07T08:21:17Z,PT3M15S,144,https://i.ytimg.com/vi/Z41ycPkSnMY/hqdefault.jpg,10,6,"['bill evans - blue in green piano', 'bill evans - blue in green', 'bill evans trio piano', 'bill evans trio', 'blue in green piano', 'bill evans piano', 'blue in green', 'bill evans', 'piano', 'jazz piano', 'piano cover', 'jazz', 'smooth jazz', 'relaxing jazz', 'jazz music', 'smooth jazz music', 'relaxing jazz music', 'cozy jazz', 'jazz lounge', 'jazz instrumental', 'cafe jazz', 'jazz music 2022', 'soft jazz music', 'cool jazz music', 'november jazz', 'positive jazz', 'night jazz', 'relax jazz', 'piano jazz', 'jazz covers']",144,10,6,03:15,2022-11-07,8
The Baytovens -- My House [Garage Rock/Proto-Punk] (1966),The Baytovens - My House ('60s GARAGE),2022-11-09,0.73,8.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""The Baytovens - My House ('60s GARAGE)"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/pwDZdPnrygM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Baytovens - My House (&#39;60s GARAGE)""></iframe>', 'author_name': 'subterranean psychedelicatessen', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/pwDZdPnrygM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/ShapelyDice'}}",The Baytovens,My House,The Baytovens,My House,"garage rock, proto-punk",youtube,,https://www.youtube.com/watch?v=pwDZdPnrygM,pwDZdPnrygM,,,,The Baytovens - My House ('60s GARAGE),subterranean psychedelicatessen,2012-03-16T03:17:54Z,PT2M51S,189978,https://i.ytimg.com/vi/pwDZdPnrygM/hqdefault.jpg,2857,114,"['garage', 'sixties', 'beat', 'freakbeat', 'psych', '45', 'psychedelia', 'raw', 'obscure', 'groovy', 'primitive', 'underground', '1960s', 'punk', '60s', 'rock', 'music', 'psychedelic', 'retro', 'unknown', 'vinyl', 'vox', 'continental', 'organ', 'baytovens', 'my', 'house', 'oakland', 'san', 'francisco', 'bay', 'area', 'california', 'Garage Punk (Musical Genre)', 'garage punk', 'garage beat', 'garage rock', 'Garage Rock (Musical Genre)']",190K,2.86K,114,02:51,2012-03-16,8
Current Value - That Smile [Drum & Bass] (2017),Current Value - That Smile (Official Video),2022-11-10,0.7,8.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Current Value - That Smile (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/7bChDftBFEo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Current Value - That Smile (Official Video)""></iframe>', 'author_name': 'UKF Drum & Bass', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/7bChDftBFEo/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/UKFDrumandBass'}}",Current Value,That Smile,Current Value,That Smile,"drum, bass",youtube,,https://www.youtube.com/watch?v=7bChDftBFEo,7bChDftBFEo,,,,Current Value - That Smile (Official Video),UKF Drum & Bass,2018-12-14T16:00:07Z,PT3M59S,510149,https://i.ytimg.com/vi/7bChDftBFEo/hqdefault.jpg,13640,930,"['current value that smile', 'Current Value - That Smile (Official Video)', 'current value that smile music video', 'current value', 'that smile', 'official video', 'music video', 'invisible recordings', 'deadly toys', 'drum and bass', 'drum & bass', 'dnb', 'ukf', 'ukf drum & bass', 'ukf drum and bass', 'ukfdrumandbass']",510K,13.6K,930,03:59,2018-12-14,8
The Beach Boys - Wouldn't It Be Nice [Baroque Pop],"The Beach Boys, Royal Philharmonic Orchestra - Wouldn't It Be Nice (Lyric Video)",2022-11-11,0.82,7.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""The Beach Boys, Royal Philharmonic Orchestra - Wouldn't It Be Nice (Lyric Video)"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/pih2IuL7U7A?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Beach Boys, Royal Philharmonic Orchestra - Wouldn&#39;t It Be Nice (Lyric Video)""></iframe>', 'author_name': 'TheBeachBoysVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/pih2IuL7U7A/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/TheBeachBoysVEVO'}}",The Beach Boys,Wouldnt It Be Nice,"The Beach Boys, Royal Philharmonic Orchestra",Wouldnt It Be Nice,baroque pop,youtube,,https://www.youtube.com/watch?v=pih2IuL7U7A,pih2IuL7U7A,,,,"The Beach Boys, Royal Philharmonic Orchestra - Wouldn't It Be Nice (Lyric Video)",TheBeachBoysVEVO,2018-10-09T13:00:08Z,PT3M11S,1361131,https://i.ytimg.com/vi/pih2IuL7U7A/hqdefault.jpg,37997,648,"['The', 'Beach', 'Boys', 'Royal', 'Philharmonic', 'Orchestra', ""Wouldn't"", 'Nice', 'CAPITOL', 'CATALOG', 'MKT', '(C92)', 'Pop']",1.36M,38K,648,03:11,2018-10-09,7
Superpink - Portamento Mangini [Disco/Pop] (2022),Portamento Mangini,2022-11-11,0.82,7.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Portamento Mangini', 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/Pk0Br92gqHs?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Portamento Mangini""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'Superpink - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Pk0Br92gqHs/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCf_sjSdoyT1NcUkueiYOQjQ'}, 'type': 'youtube.com'}",Superpink,Portamento Mangini,,,"disco, pop",youtube,,https://www.youtube.com/watch?v=Pk0Br92gqHs,Pk0Br92gqHs,,,,Portamento Mangini,Superpink - Topic,2022-11-07T10:08:44Z,PT3M40S,43,https://i.ytimg.com/vi/Pk0Br92gqHs/hqdefault.jpg,0,0,"['Superpink', 'Portamento Mangini']",43,0,0,03:40,2022-11-07,7
Broken Social Scene - Sweetest Kill [Indie Rock],"Broken Social Scene - ""Sweetest Kill"" Arts & Crafts",2022-11-11,0.78,7.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Broken Social Scene - ""Sweetest Kill"" Arts & Crafts', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/WVe70xdcclU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Broken Social Scene - &quot;Sweetest Kill&quot; Arts &amp; Crafts""></iframe>', 'author_name': 'BlankTV', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/WVe70xdcclU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/blanktv'}}",Broken Social Scene,Sweetest Kill,Broken Social Scene,Sweetest Kill,indie rock,youtube,,https://www.youtube.com/watch?v=WVe70xdcclU,WVe70xdcclU,,,,"Broken Social Scene - ""Sweetest Kill"" Arts & Crafts",BlankTV,2011-07-01T17:32:07Z,PT5M10S,169702,https://i.ytimg.com/vi/WVe70xdcclU/hqdefault.jpg,2527,200,"['Toronto', 'Ontario', 'Canada', 'indie', 'rock', 'Baroque', 'pop', 'Art', 'Dream', 'Post-rock', 'Broken', 'Social', 'Scene', 'Kevin', 'Drew', 'Brendan', 'Canning', 'Forgiveness Rock Record', 'Sweetest Kill', 'music_video', 'Music Video', 'BlankTV', 'music video', 'indie music', 'alternative music', 'bryanstars', 'interviews']",170K,2.53K,200,05:10,2011-07-01,7
The Las - There She Goes [Britpop],There She Goes,2022-11-11,0.82,7.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'There She Goes', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/Kh5BG7xaApY?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""There She Goes""></iframe>', 'author_name': ""The La's - Topic"", 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Kh5BG7xaApY/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCb3W8Vtown7Y7n5pf5JxBwA'}}",The Las,There She Goes,,,britpop,youtube,,https://www.youtube.com/watch?v=Kh5BG7xaApY,Kh5BG7xaApY,,,,There She Goes,The La's - Topic,2018-10-30T06:59:52Z,PT2M29S,133270,https://i.ytimg.com/vi/Kh5BG7xaApY/hqdefault.jpg,2001,21,"[""The La's"", 'ラーズ', ""Callin' All"", 'There She Goes', 'ゼア・シー・ゴーズ（シングル・ヴァージョン）']",133K,2K,21,02:29,2018-10-30,7
Ultravox - Vienna (Live Wembley 1985) [New Wave],Ultravox - Vienna (Live Aid 1985),2022-11-10,0.64,7.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Ultravox - Vienna (Live Aid 1985)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/8JLTC1_Rv4k?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Ultravox - Vienna (Live Aid 1985)""></iframe>', 'author_name': 'Live Aid', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/8JLTC1_Rv4k/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/LiveAidOfficial'}}",Ultravox,Vienna,Ultravox,Vienna,new wave,youtube,,https://www.youtube.com/watch?v=8JLTC1_Rv4k,8JLTC1_Rv4k,,,,Ultravox - Vienna (Live Aid 1985),Live Aid,2018-10-11T14:24:02Z,PT4M37S,1238609,https://i.ytimg.com/vi/8JLTC1_Rv4k/hqdefault.jpg,12483,1701,"['Live Aid', 'Live 8', 'The Band Aid Trust', 'Live Aid Official', 'Live 8 Official', 'Bob Geldof', 'Do They Know It’s Christmas', 'Queen', 'Status Quo', 'The Boomtown Rats', 'Elvis Costello', 'Sade', 'Phil Collins', 'Sting', 'U2', 'Dire Straits', 'Simple Minds', 'David Bowie', 'Elton John', 'Madonna', 'Paul McCartney', 'Mick Jagger', 'Tina Turner', 'Bob Dylan', 'Keith Richards', 'Rolling Stones', 'Ron Wood']",1.24M,12.5K,1.7K,04:37,2018-10-11,7
Post Malone - Rooster (Alice in chains cover) [rock],Post Malone - ROOSTER [ALICE IN CHAINS] (1992),2022-11-11,0.67,7.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Post Malone - ROOSTER [ALICE IN CHAINS] (1992)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/sM26lUms4nM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Post Malone - ROOSTER [ALICE IN CHAINS] (1992)""></iframe>', 'author_name': 'Daniel Reis', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/sM26lUms4nM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC-DBWqCM3SFVKIfptmSsDgA'}}",Post Malone,Rooster,Post Malone,ROOSTER,rock,youtube,,https://www.youtube.com/watch?v=sM26lUms4nM,sM26lUms4nM,,,,Post Malone - ROOSTER [ALICE IN CHAINS] (1992),Daniel Reis,2021-05-06T17:58:59Z,PT5M32S,20024,https://i.ytimg.com/vi/sM26lUms4nM/hqdefault.jpg,557,72,,20K,557,72,05:32,2021-05-06,7
