r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Bo Ningen - Slider [noise + psychedelic] (2014),Bo Ningen - Slider (Official video),2022-11-09,0.8,6.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Bo Ningen - Slider (Official video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/lXXpLHKWlVA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Bo Ningen - Slider (Official video)""></iframe>', 'author_name': 'BO NINGEN', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/lXXpLHKWlVA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/boningenuk'}}",Bo Ningen,Slider,Bo Ningen,Slider,noise + psychedelic,youtube,,https://www.youtube.com/watch?v=lXXpLHKWlVA,lXXpLHKWlVA,,,,Bo Ningen - Slider (Official video),BO NINGEN,2014-06-10T14:11:25Z,PT3M53S,149226,https://i.ytimg.com/vi/lXXpLHKWlVA/hqdefault.jpg,1295,45,"['Bo Ningen', 'Stolen Recordings', 'Stolen', 'Roger Robinson', 'King Midas Sound', 'Marie Schuller', 'Nowness', 'Anita De Bauch', 'Alex B']",149K,1.3K,45,03:53,2014-06-10,6
Lucy McWilliams — Bumblebees and Blue Skies [Dream Indie] (2022),Lucy McWilliams - Bumblebees and Blue Skies - [OFFICIAL VIDEO],2022-11-10,0.72,6.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Lucy McWilliams - Bumblebees and Blue Skies - [OFFICIAL VIDEO]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/W6iu9wJa6a8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Lucy McWilliams - Bumblebees and Blue Skies - [OFFICIAL VIDEO]""></iframe>', 'author_name': 'Lucy McWilliams', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/W6iu9wJa6a8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/lucymc8'}}",Lucy McWilliams,Bumblebees and Blue Skies,Lucy McWilliams,Bumblebees and Blue Skies,dream indie,youtube,,https://www.youtube.com/watch?v=W6iu9wJa6a8,W6iu9wJa6a8,,,,Lucy McWilliams - Bumblebees and Blue Skies - [OFFICIAL VIDEO],Lucy McWilliams,2022-11-04T14:54:01Z,PT5M14S,1131,https://i.ytimg.com/vi/W6iu9wJa6a8/hqdefault.jpg,63,0,,1.13K,63,0,05:14,2022-11-04,6
Omen - Guilhem Desq [Instrumental - Hurdy Gurdy] 2013,Omen - Guilhem Desq (Hurdy Gurdy),2022-11-11,0.99,6.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Omen - Guilhem Desq (Hurdy Gurdy)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/ypuaJLHK_LQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Omen - Guilhem Desq (Hurdy Gurdy)""></iframe>', 'author_name': 'Guilhem Desq', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ypuaJLHK_LQ/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/GuilhemDesq'}}",Omen,Guilhem Desq,Omen,Guilhem Desq,instrumental - hurdy gurdy,youtube,,https://www.youtube.com/watch?v=ypuaJLHK_LQ,ypuaJLHK_LQ,,,,Omen - Guilhem Desq (Hurdy Gurdy),Guilhem Desq,2013-06-23T23:06:27Z,PT4M18S,4463934,https://i.ytimg.com/vi/ypuaJLHK_LQ/hqdefault.jpg,80565,4578,"['hurdy gurdy', 'omen', 'guilhem desq', 'guilhem desq omen', 'hurdy gurdy omen', 'hurdy', 'gurdy', 'vielle à roue médiévale', 'vielle à roue electrique', 'vielle à roue omen', 'guilhem', 'desq', 'medieval hurdy gurdy music', 'medieval music', 'medieval song', 'medieval hurdy gurdy', 'electric hurdy gurdy music', 'electric hurdy gurdy', 'medieval hurdy gurdy youtube', 'vielle à roue', 'hurdy gurdy man']",4.46M,80.6K,4.58K,04:18,2013-06-23,6
Great White - Babe I'm Gonna Leave You [Rock] Amazing cover that could easily be mistaken for the real thing,GREAT WHITE - Babe I'm Gonna Leave You HQ VIDEO,2022-11-11,0.99,6.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""GREAT WHITE - Babe I'm Gonna Leave You HQ VIDEO"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/uAerqUwADe8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""GREAT WHITE - Babe I&#39;m Gonna Leave You HQ VIDEO""></iframe>', 'author_name': 'Rock Melodic Radio - AOR MELODIC ROCK HARD ROCK', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/uAerqUwADe8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/RockMelodicRadioAORMELODICROCKHARDROCK1'}}",Great White,Babe Im Gonna Leave You,GREAT WHITE,Babe I'm Gonna Leave You,rock,youtube,,https://www.youtube.com/watch?v=uAerqUwADe8,uAerqUwADe8,,,,GREAT WHITE - Babe I'm Gonna Leave You HQ VIDEO,Rock Melodic Radio - AOR MELODIC ROCK HARD ROCK,2009-04-30T23:49:54Z,PT7M11S,1200637,https://i.ytimg.com/vi/uAerqUwADe8/hqdefault.jpg,13008,1202,"['AOR', 'MELODIC ROCK', 'HARD ROCK', 'ROCK MELODIC RADIO', 'ROCK', 'CLASSIC ROCK', 'NIGHT DRIVE', 'CITY LIGHTS', 'ARENA ROCK', 'POP ROCK', 'HAIR ROCK', 'HQ']",1.2M,13K,1.2K,07:11,2009-04-30,6
"椙山浩 Kouichi Sugiyama - コスモスに君と カラオケ [Soul, Jazz, Easy Lisening] (1984)",椙山浩 Kouichi Sugiyama - コスモスに君と (カラオケ) (1984),2022-11-10,1.0,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': '椙山浩 Kouichi Sugiyama - コスモスに君と (カラオケ) (1984)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/yVdXT_HWZTI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""椙山浩 Kouichi Sugiyama - コスモスに君と (カラオケ) (1984)""></iframe>', 'author_name': 'Music for empty rooms II ', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/yVdXT_HWZTI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCg4CGO3owSwvZG7oXrqk_3g'}}",椙山浩 Kouichi Sugiyama,コスモスに君と カラオケ,椙山浩 Kouichi Sugiyama,コスモスに君と,"soul, jazz, easy lisening",youtube,,https://www.youtube.com/watch?v=yVdXT_HWZTI,yVdXT_HWZTI,,,,椙山浩 Kouichi Sugiyama - コスモスに君と (カラオケ) (1984),Music for empty rooms II ,2022-11-09T17:45:03Z,PT3M29S,846,https://i.ytimg.com/vi/yVdXT_HWZTI/hqdefault.jpg,64,8,"['Music for empty rooms', 'musicforemptyrooms', 'back up channel', 'andrenavarroii', 'Andre navarro ii', 'samples', 'digging', 'jazz samples', '#musicforemptyrooms', 'adventure in sound', 'crate digging', 'beat samples', 'beat tape', 'funk samples', 'breaks samples', 'vintage obscura', 'ambient', 'city-pop', 'Japanese samples', 'lofi samples', 'lofi hiphop', 'musicforemptyroomsii', 'soul', 'drums', 'pysch', 'prog', 'sample', 'best samples']",846,64,8,03:29,2022-11-09,5
Nevrness -- Afterwit [Instrumental] (2022),Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music,2022-11-10,0.73,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/3I2BbaPgAto?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music""></iframe>', 'author_name': 'Nevrness', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/3I2BbaPgAto/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/Nevrness'}}",Nevrness,Afterwit,Nevrness,Afterwit,instrumental,youtube,,https://www.youtube.com/watch?v=3I2BbaPgAto,3I2BbaPgAto,,,,Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music,Nevrness,2022-11-10T12:00:01Z,PT1M17S,544,https://i.ytimg.com/vi/3I2BbaPgAto/hqdefault.jpg,65,8,"['nevrness', 'reorient', 'ibanez bass', 'bass playthrough', 'btb806ms', 'ibanez btb', 'btb bass 6 string', '6 string bass', 'ibanez bass 2022', 'bass instrumental', 'ベース', 'インスト', 'bass guitar', 'bass guitar instrumental', 'afterwit', 'bass riff', 'bass riffs']",544,65,8,01:17,2022-11-10,5
Nevrness -- Afterwit [Instrumental] (2022),Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music,2022-11-10,0.73,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/3I2BbaPgAto?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music""></iframe>', 'author_name': 'Nevrness', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/3I2BbaPgAto/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/Nevrness'}}",Nevrness,Afterwit,Nevrness,Afterwit,instrumental,youtube,,https://www.youtube.com/watch?v=3I2BbaPgAto,3I2BbaPgAto,,,,Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music,Nevrness,2022-11-10T12:00:01Z,PT1M17S,544,https://i.ytimg.com/vi/3I2BbaPgAto/hqdefault.jpg,65,8,"['nevrness', 'reorient', 'ibanez bass', 'bass playthrough', 'btb806ms', 'ibanez btb', 'btb bass 6 string', '6 string bass', 'ibanez bass 2022', 'bass instrumental', 'ベース', 'インスト', 'bass guitar', 'bass guitar instrumental', 'afterwit', 'bass riff', 'bass riffs']",544,65,8,01:17,2022-11-10,5
Nevrness - Afterwit [Bass Instrumental],Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music,2022-11-12,0.67,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/3I2BbaPgAto?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music""></iframe>', 'author_name': 'Nevrness', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/3I2BbaPgAto/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/Nevrness'}}",Nevrness,Afterwit,Nevrness,Afterwit,bass instrumental,youtube,,https://www.youtube.com/watch?v=3I2BbaPgAto,3I2BbaPgAto,,,,Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music,Nevrness,2022-11-10T12:00:01Z,PT1M17S,544,https://i.ytimg.com/vi/3I2BbaPgAto/hqdefault.jpg,65,8,"['nevrness', 'reorient', 'ibanez bass', 'bass playthrough', 'btb806ms', 'ibanez btb', 'btb bass 6 string', '6 string bass', 'ibanez bass 2022', 'bass instrumental', 'ベース', 'インスト', 'bass guitar', 'bass guitar instrumental', 'afterwit', 'bass riff', 'bass riffs']",544,65,8,01:17,2022-11-10,2
Nevrness - Afterwit [Bass Instrumental],Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music,2022-11-12,0.67,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/3I2BbaPgAto?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music""></iframe>', 'author_name': 'Nevrness', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/3I2BbaPgAto/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/Nevrness'}}",Nevrness,Afterwit,Nevrness,Afterwit,bass instrumental,youtube,,https://www.youtube.com/watch?v=3I2BbaPgAto,3I2BbaPgAto,,,,Nevrness - Afterwit (Official Video) Ι Bass playthrough BTB806MS Instrumental Riff Music,Nevrness,2022-11-10T12:00:01Z,PT1M17S,544,https://i.ytimg.com/vi/3I2BbaPgAto/hqdefault.jpg,65,8,"['nevrness', 'reorient', 'ibanez bass', 'bass playthrough', 'btb806ms', 'ibanez btb', 'btb bass 6 string', '6 string bass', 'ibanez bass 2022', 'bass instrumental', 'ベース', 'インスト', 'bass guitar', 'bass guitar instrumental', 'afterwit', 'bass riff', 'bass riffs']",544,65,8,01:17,2022-11-10,2
CoVo Music - Serenity [lofi] any support is greatly appreciated! <3,Serenity 🕊️ [lofi hiphop/relaxing beats],2022-11-11,0.86,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Serenity 🕊️ [lofi hiphop/relaxing beats]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/_pPU6q-CFDo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Serenity 🕊️ [lofi hiphop/relaxing beats]""></iframe>', 'author_name': 'CoVo Music', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/_pPU6q-CFDo/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCf89O1nuWTreK__mxFKXdhQ'}}",CoVo Music,Serenity,,,lofi,youtube,,https://www.youtube.com/watch?v=_pPU6q-CFDo,_pPU6q-CFDo,,,,Serenity 🕊️ [lofi hiphop/relaxing beats],CoVo Music,2022-11-10T16:00:17Z,PT2M5S,56,https://i.ytimg.com/vi/_pPU6q-CFDo/hqdefault.jpg,2,1,"['lofi', 'lofi girl', 'lofi music', 'lofi gi', 'lofi wallpaper', 'lofi beats', 'lofi meaning', 'lofi aesthetic', 'lofi study', 'lofi background', 'youtube lofi', 'lofi hiphop', 'lofi hip hop radio', 'lofi youtube', 'what is lofi', 'lofi art', 'what is lofi music', 'lofi gif', 'lofi girl meme', 'lofi hip hop', 'lofi beats to study to', 'lofi motors', 'lofi library', 'what does lofi mean', 'lofi radio', 'lofi songs', 'lofi beat', 'lofi study music', 'lofi cafe', 'study music lofi', 'lofi chill', 'lofi anime', 'lofi music youtube']",56,2,1,02:05,2022-11-10,5
Tárrega - Capricho Árabe (excerpts) [Guitar],Practicing Tárrega's Capricho Árabe,2022-11-11,0.86,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Practicing Tárrega's Capricho Árabe"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/UTlaF6qn4yY?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Practicing Tárrega&#39;s Capricho Árabe""></iframe>', 'author_name': 'César Silva', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/UTlaF6qn4yY/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/CésarSilvaGuitar'}}",Tárrega,Capricho Árabe,,,guitar,youtube,,https://www.youtube.com/watch?v=UTlaF6qn4yY,UTlaF6qn4yY,,,,Practicing Tárrega's Capricho Árabe,César Silva,2022-11-11T02:31:30Z,PT2M,128,https://i.ytimg.com/vi/UTlaF6qn4yY/hqdefault.jpg,10,1,"['classicalguitar', 'classicguitar', 'solo', 'acoustic', '클래식기타', '핑거스타일', '기타레슨', '핑거스타일강좌', 'フィンガースタイルギター', 'クラシックギター', 'ギター', '吉他', 'guitar', 'classical', 'classical guitar', 'Capricho Arabe', 'Capricho', 'Arabe', 'Tarrega', 'Francisco Tarrega', 'Music', 'Classical Music', 'César Silva', 'César', 'Silva', 'spanish music', 'spain', 'portugal', 'guitarrist', 'f tarrega']",128,10,1,02:,2022-11-11,5
Sobs -- Air Guitar [Indie Pop] (2022),Air Guitar,2022-11-09,0.68,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Air Guitar', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/DQBc_2k4PEQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Air Guitar""></iframe>', 'author_name': 'Sobs - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/DQBc_2k4PEQ/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCsJD-R7y92ywFOtddrpqVxQ'}}",Sobs,Air Guitar,,,indie pop,youtube,,https://www.youtube.com/watch?v=DQBc_2k4PEQ,DQBc_2k4PEQ,,,,Air Guitar,Sobs - Topic,2022-10-06T10:08:53Z,PT3M4S,741,https://i.ytimg.com/vi/DQBc_2k4PEQ/hqdefault.jpg,28,0,"['Sobs', 'Air Guitar']",741,28,0,03:04,2022-10-06,5
{non-music video} Doing a song-a-day for seven days/making a 7 day EP. This one made me cry several times - and I don't really cry at all. Releasing all of it. Shape it with me. Join me for the journey. Linked is the song from day three.,7 Day EP: Day Three - 'Restful And Plain',2022-11-11,0.86,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""7 Day EP: Day Three - 'Restful And Plain'"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/y7ziZVbOa7I?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""7 Day EP: Day Three - &#39;Restful And Plain&#39;""></iframe>', 'author_name': '[ ks rhys ]', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/y7ziZVbOa7I/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/ksrhys-'}}",,,7 Day EP: Day Three,Restful And Plain,,youtube,,https://www.youtube.com/watch?v=y7ziZVbOa7I,y7ziZVbOa7I,,,,7 Day EP: Day Three - 'Restful And Plain',[ ks rhys ],2022-11-11T23:13:44Z,PT4M17S,27,https://i.ytimg.com/vi/y7ziZVbOa7I/hqdefault.jpg,5,4,"['7 day ep', 'seven day ep', 'seven', 'day', 'ep', 'kleeshade', 'klee shade', 'cliche', 'cliched', 'rhys', 'ks rhys', 'rhys walker', 'music']",27,5,4,04:17,2022-11-11,5
Manowar - Kill With Power [Heavy Metal],Manowar - Kill With Power,2022-11-11,0.85,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Manowar - Kill With Power', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/jagZ0ePrAKs?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Manowar - Kill With Power""></iframe>', 'author_name': 'Manowar', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/jagZ0ePrAKs/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCKaY6s0gYePu_hzi3CiDiGg'}}",Manowar,Kill With Power,Manowar,Kill With Power,heavy metal,youtube,,https://www.youtube.com/watch?v=jagZ0ePrAKs,jagZ0ePrAKs,,,,Manowar - Kill With Power,Manowar,2018-11-07T11:44:59Z,PT4M,9889,https://i.ytimg.com/vi/jagZ0ePrAKs/hqdefault.jpg,180,12,,9.89K,180,12,04:,2018-11-07,5
Bloc Party - If We Get Caught [Official Audio] (2022),Bloc Party - If We Get Caught (Official Audio),2022-11-11,0.78,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Bloc Party - If We Get Caught (Official Audio)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/BPRMLI4-EKY?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Bloc Party - If We Get Caught (Official Audio)""></iframe>', 'author_name': 'Bloc Party', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/BPRMLI4-EKY/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC0vVHeqTu59ATT9JRv1Zjzg'}}",Bloc Party,If We Get Caught,Bloc Party,If We Get Caught,official audio,youtube,,https://www.youtube.com/watch?v=BPRMLI4-EKY,BPRMLI4-EKY,,,,Bloc Party - If We Get Caught (Official Audio),Bloc Party,2022-03-24T00:00:08Z,PT3M15S,92454,https://i.ytimg.com/vi/BPRMLI4-EKY/hqdefault.jpg,2006,187,"['bloc party', 'bloc', 'silent alarm', 'bloc party traps', 'bloc party traps new album', 'alpha games', 'bloc party alpha games', 'bloc party live', 'bloc party helicopter', 'bloc party skeleton', 'bloc party two more years', 'bloc party new song', 'traps', 'traps alpha games', 'alpha games bloc party', 'block party', 'bloc party new music', 'traps bloc', 'new album bloc party', 'bloc party new album', 'alpha games 2022', 'if we get caught', 'bloc party if we get caught']",92.5K,2.01K,187,03:15,2022-03-24,5
Sydney Symphony Orchestra - Land Down Under [Pop/Classical](2019),Hawke Memorial: William Barton and the Sydney Symphony Orchestra play Down Under | ABC News,2022-11-09,0.65,5.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Hawke Memorial: William Barton and the Sydney Symphony Orchestra play Down Under | ABC News', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/o6S0hTZr-TM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Hawke Memorial: William Barton and the Sydney Symphony Orchestra play Down Under | ABC News""></iframe>', 'author_name': 'ABC News (Australia)', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/o6S0hTZr-TM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/NewsOnABC'}}",Sydney Symphony Orchestra,Land Down Under,Hawke Memorial,William Barton and the Sydney Symphony Orchestra play Down Under | ABC News,"pop, classical",youtube,,https://www.youtube.com/watch?v=o6S0hTZr-TM,o6S0hTZr-TM,,,,Hawke Memorial: William Barton and the Sydney Symphony Orchestra play Down Under | ABC News,ABC News (Australia),2019-06-14T04:48:07Z,PT8M24S,117175,https://i.ytimg.com/vi/o6S0hTZr-TM/hqdefault.jpg,1927,,"['Australia', 'bob hawke', 'hawkie', 'prime minister bob hawke', 'prime minister hawke', 'bob hawke pm', 'memorial', 'memorial service', 'bob hawke memorial', 'william barton', 'william barton didgeridoo', 'sydney symphony orchestra', 'a land down under', 'song', 'music', 'funeral', 'obituary', 'abc', 'abc news', 'politics', 'politics australia', 'government', 'parliament', 'parliament australia', 'labor', 'labor party', 'bob hawke death', 'bob hawke dies', 'bob hawke dead', 'down under', 'down under live', 'down under cover', 'down under song']",117K,1.93K,,08:24,2019-06-14,5
