r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
Redbush - Superdrag's Sucked Out [Alternative Rock],"Redbush covering Superdrag's ""Sucked Out""",2022-12-05,0.71,3.0,Redbush,Superdrags Sucked Out,Redbush covering Superdrag's,Sucked Out,alternative rock,youtube,,https://www.youtube.com/watch?v=nCK59bsE1-8,nCK59bsE1-8,,,,,Sucked Out,Superdrag,4YN94yxYWFfhk9YbmOIqR4,,0.403,0.767,4.0,-6.743,1.0,0.0431,0.0366,0.0,0.318,0.743,125.469,audio_features,spotify:track:4YN94yxYWFfhk9YbmOIqR4,https://api.spotify.com/v1/tracks/4YN94yxYWFfhk9YbmOIqR4,https://api.spotify.com/v1/audio-analysis/4YN94yxYWFfhk9YbmOIqR4,166800.0,4.0,https://i.scdn.co/image/ab67616d0000b2730947daa80d01fde5e1ceb7c0,1996-03-05,1996.0,False,44.0,https://p.scdn.co/mp3-preview/9c86357566d91f6d74d3ad332d4edc52a37f16de?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative pop', 'gbvfi', 'knoxville indie', 'power pop'",31,17605
Birthday Blue - How Sweet [Indie Soul] (2022),How Sweet,2022-12-04,0.8,3.0,Birthday Blue,How Sweet,,,indie soul,youtube,,https://www.youtube.com/watch?v=s6h7MG23_88,s6h7MG23_88,,,,,How Sweet,Birthday Blue,74Z4iWewMnEJHsGZUE15Cl,,0.662,0.816,5.0,-4.699,1.0,0.0671,0.51,6.28e-05,0.081,0.489,82.994,audio_features,spotify:track:74Z4iWewMnEJHsGZUE15Cl,https://api.spotify.com/v1/tracks/74Z4iWewMnEJHsGZUE15Cl,https://api.spotify.com/v1/audio-analysis/74Z4iWewMnEJHsGZUE15Cl,240089.0,4.0,https://i.scdn.co/image/ab67616d0000b273eab6d84256e2bcf51cc7c321,2022-11-18,2022.0,False,2.0,https://p.scdn.co/mp3-preview/b007837ece02b670da3fa43c7b80f09d90c9723a?cid=484c8fc1e0c54669ac770f80991a8280,,0,46
Antighost - Hope + Prey [Rock/Emo] (2022),Hope + Prey,2022-12-02,0.67,3.0,Antighost,Hope + Prey,,,"rock, emo",spotify,https://open.spotify.com/track/0nPBOuoQwvccibphnwJQDH,,,,,,0nPBOuoQwvccibphnwJQDH,Hope + Prey,Antighost,0nPBOuoQwvccibphnwJQDH,https://open.spotify.com/track/0nPBOuoQwvccibphnwJQDH,0.303,0.938,2.0,-3.242,1.0,0.12,0.000201,0.0,0.485,0.25,194.667,audio_features,spotify:track:0nPBOuoQwvccibphnwJQDH,https://api.spotify.com/v1/tracks/0nPBOuoQwvccibphnwJQDH,https://api.spotify.com/v1/audio-analysis/0nPBOuoQwvccibphnwJQDH,272067.0,4.0,https://i.scdn.co/image/ab67616d0000b273358a811d9a1926c22f5ddb2c,2022-09-09,2022.0,False,5.0,https://p.scdn.co/mp3-preview/cf5d7a3406f1ac188289bf12cb11e8c5aa480756?cid=484c8fc1e0c54669ac770f80991a8280,,7,1000
"Juliana Chahayed, Hubie — Julie & Hubie Christmas EP [holiday] (2022)",Julie & Hubie Christmas EP (Official Audio),2022-12-02,0.72,3.0,"Juliana Chahayed, Hubie",Julie & Hubie Christmas EP,,,holiday,youtube,,https://www.youtube.com/watch?v=3vrHzT7_W6s,3vrHzT7_W6s,,,,,Have Yourself a Merry Little Christmas,Juliana Chahayed,3GNucrO8n5PG0YI5ZuBuPI,,0.362,0.0983,5.0,-15.718,1.0,0.0304,0.923,0.000187,0.112,0.0371,60.688,audio_features,spotify:track:3GNucrO8n5PG0YI5ZuBuPI,https://api.spotify.com/v1/tracks/3GNucrO8n5PG0YI5ZuBuPI,https://api.spotify.com/v1/audio-analysis/3GNucrO8n5PG0YI5ZuBuPI,178853.0,4.0,https://i.scdn.co/image/ab67616d0000b2739fedadd06af4e39164b35acf,2022-12-02,2022.0,False,22.0,https://p.scdn.co/mp3-preview/a8fbf2d921161ae5630c3c64501bbe1a949fa4c6?cid=484c8fc1e0c54669ac770f80991a8280,,41,19130
Progres 2 – Dialog s vesmírem [Prog rock] (1980),Progres 2 ‎– Dialog S Vesmírem (1980) (Celé album/Full album),2022-12-05,0.81,3.0,Progres 2,Dialog s vesmírem,Progres 2 ‎,Dialog S Vesmírem,prog rock,youtube,,https://www.youtube.com/watch?v=7vitXQ0fi-c,7vitXQ0fi-c,,,,,Země 2555,Progres 2,4vrZnQ2EGy9YZLeC4kc0EN,,0.365,0.667,5.0,-8.516,0.0,0.101,0.00103,0.00025,0.533,0.467,92.25,audio_features,spotify:track:4vrZnQ2EGy9YZLeC4kc0EN,https://api.spotify.com/v1/tracks/4vrZnQ2EGy9YZLeC4kc0EN,https://api.spotify.com/v1/audio-analysis/4vrZnQ2EGy9YZLeC4kc0EN,246040.0,4.0,https://i.scdn.co/image/ab67616d0000b273f762357e168ab4a4d53d1934,1980-01-01,1980.0,False,16.0,https://p.scdn.co/mp3-preview/2c6b4c1cf9e6be222e2554e13f36bab6d46e9af5?cid=484c8fc1e0c54669ac770f80991a8280,"'brno indie', 'czech folk', 'czech rock'",19,5160
"Theremin Jennings -- Fireharmonic [experimental, synth] (2022)",Thereming Jennings - Fireharmonic,2022-12-02,0.8,3.0,Theremin Jennings,Fireharmonic,Thereming Jennings,Fireharmonic,"experimental, synth",youtube,,https://www.youtube.com/watch?v=vWfKNt84pA4,vWfKNt84pA4,,,,,Fire Dance,Jennifer Thomas,5QFJIQ14GDsRHNqL0TeON8,,0.375,0.561,7.0,-10.99,1.0,0.0335,0.462,0.814,0.375,0.374,135.091,audio_features,spotify:track:5QFJIQ14GDsRHNqL0TeON8,https://api.spotify.com/v1/tracks/5QFJIQ14GDsRHNqL0TeON8,https://api.spotify.com/v1/audio-analysis/5QFJIQ14GDsRHNqL0TeON8,232413.0,3.0,https://i.scdn.co/image/ab67616d0000b2734dbda97d6890dd9c7f3c84d8,2012-07-16,2012.0,False,26.0,https://p.scdn.co/mp3-preview/309fcab135a03597aa8f4750eb4c46e3bd853b37?cid=484c8fc1e0c54669ac770f80991a8280,"'new age', 'new age piano'",37,25825
"Ghost Tracks - Vases and Gold Ornaments [Lo-Fi, Minimalism, Dark Ambient] (2018)",Ghost Tracks - Vases and Gold Ornaments,2022-12-02,1.0,3.0,Ghost Tracks,Vases and Gold Ornaments,Ghost Tracks,Vases and Gold Ornaments,"lo-fi, minimalism, dark ambient",youtube,,https://www.youtube.com/watch?v=7F5eGgFA66E,7F5eGgFA66E,,,,,Vases and Gold Ornaments,Ghost Tracks,3fy7C2tUvm0YbQ6o5CXZS4,,0.209,0.0375,0.0,-17.084,1.0,0.0367,0.99,0.945,0.0861,0.0419,64.581,audio_features,spotify:track:3fy7C2tUvm0YbQ6o5CXZS4,https://api.spotify.com/v1/tracks/3fy7C2tUvm0YbQ6o5CXZS4,https://api.spotify.com/v1/audio-analysis/3fy7C2tUvm0YbQ6o5CXZS4,313636.0,4.0,https://i.scdn.co/image/ab67616d0000b273610f9a8d041fdfb052aca71a,2018-04-17,2018.0,False,26.0,https://p.scdn.co/mp3-preview/88ce6d7143ee825b1f7a4f0a642085cdc8c21c3c?cid=484c8fc1e0c54669ac770f80991a8280,,10,7
Carl Perkins - Restless [Rockabilly],Restless,2022-12-06,0.62,3.0,Carl Perkins,Restless,,,rockabilly,youtube,,https://www.youtube.com/watch?v=G-NcRU4KCaA,G-NcRU4KCaA,,,,,"Restless - Live at San Quentin State Prison, San Quentin, CA - February 1969",Carl Perkins,6hLJcvRh6QdkpVD34pApSn,,0.492,0.522,1.0,-10.408,1.0,0.385,0.762,0.0,0.167,0.869,130.284,audio_features,spotify:track:6hLJcvRh6QdkpVD34pApSn,https://api.spotify.com/v1/tracks/6hLJcvRh6QdkpVD34pApSn,https://api.spotify.com/v1/audio-analysis/6hLJcvRh6QdkpVD34pApSn,233800.0,4.0,https://i.scdn.co/image/ab67616d0000b27336b80ffe14a987b60c81002a,1969-06-05,1969.0,False,17.0,https://p.scdn.co/mp3-preview/70cc0f6e3ac88fddf6603d32bcd6b6d2295e6a39?cid=484c8fc1e0c54669ac770f80991a8280,"'rock-and-roll', 'rockabilly'",46,153298
Tidebringer - One Step Over [Metalcore] (2022),Tidebringer - One Step Over (Split Verison)  Ι Originally performed by Sailing Before The Wind 2022,2022-12-02,0.81,3.0,Tidebringer,One Step Over,Tidebringer,One Step Over,metalcore,youtube,,https://www.youtube.com/watch?v=Xw4OUHwkQoU,Xw4OUHwkQoU,,,,,One Step Over - Split Version,Tidebringer,3cXdsObKaTUk5Jk7aTCRtg,,0.365,0.953,2.0,-6.0,1.0,0.15,5.14e-05,0.0556,0.433,0.281,169.997,audio_features,spotify:track:3cXdsObKaTUk5Jk7aTCRtg,https://api.spotify.com/v1/tracks/3cXdsObKaTUk5Jk7aTCRtg,https://api.spotify.com/v1/audio-analysis/3cXdsObKaTUk5Jk7aTCRtg,241412.0,4.0,https://i.scdn.co/image/ab67616d0000b27308bf3f9fb26db724f554b212,2022-12-02,2022.0,True,19.0,https://p.scdn.co/mp3-preview/27442ec3e5eeed788051a8a329f782813456fc62?cid=484c8fc1e0c54669ac770f80991a8280,,12,970
GARFIELD & FRIENDS -- LIVE AT PK's [punk] (2022),GARFIELD & FRIENDS (LIVE AT PK's) | alt.sessions,2022-12-06,0.62,3.0,GARFIELD & FRIENDS,LIVE AT PKs,,,punk,youtube,,https://www.youtube.com/watch?v=0_rkDiIj2PU,0_rkDiIj2PU,,,,,Garfeild,CTG Eman,7MUbjHryayxh8esuk1yGyZ,,0.814,0.565,0.0,-8.755,1.0,0.441,0.31,0.00164,0.0982,0.736,199.987,audio_features,spotify:track:7MUbjHryayxh8esuk1yGyZ,https://api.spotify.com/v1/tracks/7MUbjHryayxh8esuk1yGyZ,https://api.spotify.com/v1/audio-analysis/7MUbjHryayxh8esuk1yGyZ,146888.0,4.0,https://i.scdn.co/image/ab67616d0000b273b78ab056face881ac2e3102a,2021-05-08,2021.0,True,54.0,https://p.scdn.co/mp3-preview/eefeabf2b4fc9395f33223f9d8c8efa5fa8a58d9?cid=484c8fc1e0c54669ac770f80991a8280,,36,1018
Qracle - Cold Start [Melodic Icy Experimental Bass],Cold Start,2022-12-06,0.75,2.0,Qracle,Cold Start,,,melodic icy experimental bass,youtube,,https://www.youtube.com/watch?v=FxY2sZ7cRLY,FxY2sZ7cRLY,,,,,Cold Start,Qracle,2vbFw0Qi3oLdF1KVtAKtWJ,,0.768,0.546,10.0,-13.047,0.0,0.0789,0.396,0.746,0.102,0.233,133.937,audio_features,spotify:track:2vbFw0Qi3oLdF1KVtAKtWJ,https://api.spotify.com/v1/tracks/2vbFw0Qi3oLdF1KVtAKtWJ,https://api.spotify.com/v1/audio-analysis/2vbFw0Qi3oLdF1KVtAKtWJ,162994.0,4.0,https://i.scdn.co/image/ab67616d0000b2734242e20d93f9ce3ef1f1d34f,2022-12-05,2022.0,False,0.0,https://p.scdn.co/mp3-preview/bfc65c2256bb0299b00eca463c99fc8009855bef?cid=484c8fc1e0c54669ac770f80991a8280,,0,8
Kontrabanda -- Keturi Ilgi Metai [Lithuanian blues/rock] (1993),Kontrabanda Keturi Ilgi Metai,2022-12-06,0.63,2.0,Kontrabanda,Keturi Ilgi Metai,,,"lithuanian blues, rock",youtube,,https://www.youtube.com/watch?v=F7CTAaNHwC8,F7CTAaNHwC8,,,,,"Kontraband, Pt. 2 - Bonus Track",Kabaka Pyramid,5mJGlUSTgyyG0CtyRGr3Im,,0.592,0.565,8.0,-9.977,1.0,0.441,0.172,0.0,0.078,0.679,171.696,audio_features,spotify:track:5mJGlUSTgyyG0CtyRGr3Im,https://api.spotify.com/v1/tracks/5mJGlUSTgyyG0CtyRGr3Im,https://api.spotify.com/v1/audio-analysis/5mJGlUSTgyyG0CtyRGr3Im,160296.0,4.0,https://i.scdn.co/image/ab67616d0000b2737f958d37a1492acb683dd6a0,2022-09-30,2022.0,True,39.0,https://p.scdn.co/mp3-preview/ca397cf88627111dcca2d2c35426f55c6554b06b?cid=484c8fc1e0c54669ac770f80991a8280,"'modern reggae', 'reggae fusion'",52,81671
Breanna Barbara -- Weaning [psych rock] (2022),Breanna Barbara - Weaning (Official Video),2022-12-06,0.59,2.0,Breanna Barbara,Weaning,Breanna Barbara,Weaning,psych rock,youtube,,https://www.youtube.com/watch?v=Ax9IebaN9jg,Ax9IebaN9jg,,,,,Weaning,Breanna Barbara,7kUkZ9ko4SOiPDAw2HfxY9,,0.319,0.6,11.0,-7.173,1.0,0.0421,0.253,0.00102,0.315,0.183,117.831,audio_features,spotify:track:7kUkZ9ko4SOiPDAw2HfxY9,https://api.spotify.com/v1/tracks/7kUkZ9ko4SOiPDAw2HfxY9,https://api.spotify.com/v1/audio-analysis/7kUkZ9ko4SOiPDAw2HfxY9,246213.0,3.0,https://i.scdn.co/image/ab67616d0000b273d4ea838c81f61deb52276739,2022-11-11,2022.0,False,14.0,https://p.scdn.co/mp3-preview/ce85392932dd643514102a09fc6becdca4b193ea?cid=484c8fc1e0c54669ac770f80991a8280,'brooklyn indie',22,3043
Vertical Collapse — Unchained Supply [indie rock] (2022),Unchained Supply,2022-12-07,1.0,2.0,Vertical Collapse,Unchained Supply,,,indie rock,youtube,,https://www.youtube.com/watch?v=f9fu5MePvBs,f9fu5MePvBs,,,,,Unchained Supply,Vertical Collapse,6AAPZDybSCKGRvajfLLtZW,,0.701,0.615,1.0,-5.85,0.0,0.0509,0.314,1.79e-05,0.0563,0.493,107.169,audio_features,spotify:track:6AAPZDybSCKGRvajfLLtZW,https://api.spotify.com/v1/tracks/6AAPZDybSCKGRvajfLLtZW,https://api.spotify.com/v1/audio-analysis/6AAPZDybSCKGRvajfLLtZW,206147.0,4.0,https://i.scdn.co/image/ab67616d0000b27323d7d9d7c08b878780ab2fd7,2022-11-25,2022.0,False,1.0,https://p.scdn.co/mp3-preview/2a31d46c8c806b3ac82de9c78231541258c27a9f?cid=484c8fc1e0c54669ac770f80991a8280,,0,13
Sidi Hack – Not as Beautiful [Folkpop] (2022),Not as beautiful,2022-12-05,0.67,2.0,Sidi Hack,Not as Beautiful,,,folkpop,youtube,,https://www.youtube.com/watch?v=2ZAFmbRal-g,2ZAFmbRal-g,,,,,Not as beautiful,Sidi Hack,4oiADhYPLYmwuV5UWHsD9q,,0.59,0.467,11.0,-12.656,1.0,0.229,0.867,0.203,0.148,0.616,191.668,audio_features,spotify:track:4oiADhYPLYmwuV5UWHsD9q,https://api.spotify.com/v1/tracks/4oiADhYPLYmwuV5UWHsD9q,https://api.spotify.com/v1/audio-analysis/4oiADhYPLYmwuV5UWHsD9q,129000.0,5.0,https://i.scdn.co/image/ab67616d0000b27338bf286ddc3bb904d00c4e1c,2022-12-03,2022.0,False,4.0,https://p.scdn.co/mp3-preview/9f52195264580318e9fee0ce93ba5dc7034e6800?cid=484c8fc1e0c54669ac770f80991a8280,,1,50
Just Mark - Changing [Alternative Rock] (2022),Changing,2022-12-04,0.6,2.0,Just Mark,Changing,,,alternative rock,spotify,https://open.spotify.com/track/6jaWbimQKThhiQB6NRwEHB,,,,,,6jaWbimQKThhiQB6NRwEHB,Changing,Just Mark,6jaWbimQKThhiQB6NRwEHB,https://open.spotify.com/track/6jaWbimQKThhiQB6NRwEHB,0.448,0.843,7.0,-4.162,1.0,0.0337,1.1e-05,0.468,0.376,0.413,125.668,audio_features,spotify:track:6jaWbimQKThhiQB6NRwEHB,https://api.spotify.com/v1/tracks/6jaWbimQKThhiQB6NRwEHB,https://api.spotify.com/v1/audio-analysis/6jaWbimQKThhiQB6NRwEHB,178360.0,4.0,https://i.scdn.co/image/ab67616d0000b273c44e1cbc4f3d567d898206b6,2022-06-25,2022.0,False,0.0,https://p.scdn.co/mp3-preview/9f3cdf88ade5a64f5b85deaeac2c0a2c3912807c?cid=484c8fc1e0c54669ac770f80991a8280,,2,43
Flower Face - Raphael [indie],Raphael,2022-12-07,0.6,2.0,Flower Face,Raphael,,,indie,youtube,,https://www.youtube.com/watch?v=s1vM90VPz8c,s1vM90VPz8c,,,,,Raphael,Flower Face,0eX0ib9zGB3OXoDu5WnD2x,,0.472,0.321,8.0,-15.606,1.0,0.0264,0.818,0.389,0.106,0.101,92.512,audio_features,spotify:track:0eX0ib9zGB3OXoDu5WnD2x,https://api.spotify.com/v1/tracks/0eX0ib9zGB3OXoDu5WnD2x,https://api.spotify.com/v1/audio-analysis/0eX0ib9zGB3OXoDu5WnD2x,310289.0,4.0,https://i.scdn.co/image/ab67616d0000b273b2d3e4ec9e93a903c602ad71,2017-03-20,2017.0,False,36.0,https://p.scdn.co/mp3-preview/a17b9f3e9c37c6df1efe464e9518ca6eda590a06?cid=484c8fc1e0c54669ac770f80991a8280,"'ambient folk', 'indie pop'",55,78670
"Hoover — I'll Say My Words [folk rock, country] (1970)",Hoover - I'll Say My Words,2022-12-07,1.0,2.0,Hoover,Ill Say My Words,Hoover,I'll Say My Words,"folk rock, country",youtube,,https://www.youtube.com/watch?v=_t0zQvC9bvI,_t0zQvC9bvI,,,,,I'll Say My Words,Hoover,1mYORDAVAdr0Wj6TEeJuOS,,0.416,0.644,7.0,-9.913,1.0,0.0322,0.206,0.00445,0.0913,0.84,91.144,audio_features,spotify:track:1mYORDAVAdr0Wj6TEeJuOS,https://api.spotify.com/v1/tracks/1mYORDAVAdr0Wj6TEeJuOS,https://api.spotify.com/v1/audio-analysis/1mYORDAVAdr0Wj6TEeJuOS,272141.0,4.0,https://i.scdn.co/image/ab67616d0000b273758bb41689247a71d8d54752,1970-03-30,1970.0,False,1.0,https://p.scdn.co/mp3-preview/9e3438486d13a067c2eee5d437cfa40842e0f9c1?cid=484c8fc1e0c54669ac770f80991a8280,"'downtempo', 'electronica', 'trip hop'",52,382501
S2L - Soul Beacon [Techno / Electronic],S2L  - Soul Beacon,2022-12-07,1.0,2.0,S2L,Soul Beacon,S2L,Soul Beacon,"techno, electronic",youtube,,https://www.youtube.com/watch?v=Yef_imGFioo,Yef_imGFioo,,,,,Soul Bleach,Parkway Drive,3kRGiGpjCFS7CtEBSfHNH0,,0.555,0.96,1.0,-3.254,1.0,0.0844,2.79e-05,0.00391,0.342,0.353,126.913,audio_features,spotify:track:3kRGiGpjCFS7CtEBSfHNH0,https://api.spotify.com/v1/tracks/3kRGiGpjCFS7CtEBSfHNH0,https://api.spotify.com/v1/audio-analysis/3kRGiGpjCFS7CtEBSfHNH0,211996.0,4.0,https://i.scdn.co/image/ab67616d0000b273e4551f6b8bdde8aaeaed85cd,2022-09-09,2022.0,True,53.0,https://p.scdn.co/mp3-preview/c977152eb0de4aa2727f561e5bad53c14d7d7f3b?cid=484c8fc1e0c54669ac770f80991a8280,"'australian metalcore', 'melodic metalcore', 'metalcore'",63,971621
Kaffetorsk -- Tidsmaskin [ lofi chill music hiphop instrumental ] (2022) Full Album,Kaffetorsk - Tidsmaskin (Full Album),2022-12-04,0.67,2.0,Kaffetorsk,Tidsmaskin,Kaffetorsk,Tidsmaskin, lofi chill music hiphop instrumental ,youtube,,https://www.youtube.com/watch?v=bpub3tVg_EE,bpub3tVg_EE,,,,,Tidsmaskin,Kaffetorsk,0qrxjkHwyFUzrsporkuSBn,,0.646,0.685,9.0,-6.044,0.0,0.0389,0.07,0.146,0.0847,0.537,94.921,audio_features,spotify:track:0qrxjkHwyFUzrsporkuSBn,https://api.spotify.com/v1/tracks/0qrxjkHwyFUzrsporkuSBn,https://api.spotify.com/v1/audio-analysis/0qrxjkHwyFUzrsporkuSBn,181388.0,4.0,https://i.scdn.co/image/ab67616d0000b273b0cfb420c9a40a4938c29e52,2022-11-30,2022.0,False,6.0,https://p.scdn.co/mp3-preview/b02c65732b3ea7a0ee1eb675ea5e67a424315b26?cid=484c8fc1e0c54669ac770f80991a8280,'norwegian space disco',20,1899
Thanya Iyer -- Look up to the Light [art pop] (2020),"""Look up to the Light"" By Thanya Iyer",2022-12-04,0.62,2.0,Thanya Iyer,Look up to the Light,,Look up to the Light,art pop,youtube,,https://www.youtube.com/watch?v=LlEfQubrUBM,LlEfQubrUBM,,,,,Look Up to the Light,Thanya Iyer,7mBgIIui36SpldNAskqpay,,0.36,0.747,4.0,-7.405,0.0,0.0635,0.576,0.00699,0.111,0.555,162.162,audio_features,spotify:track:7mBgIIui36SpldNAskqpay,https://api.spotify.com/v1/tracks/7mBgIIui36SpldNAskqpay,https://api.spotify.com/v1/audio-analysis/7mBgIIui36SpldNAskqpay,209946.0,4.0,https://i.scdn.co/image/ab67616d0000b2733db4336ee5f264cdfde7caa4,2020-07-31,2020.0,False,3.0,https://p.scdn.co/mp3-preview/8b845acb4833a0675984d2b1beab84d39d2dbc2a?cid=484c8fc1e0c54669ac770f80991a8280,'chamber pop',12,2216
Clay J Gladstone — Home for Halloween [emo] (2022),Clay J Gladstone - Home For Halloween,2022-12-04,0.62,2.0,Clay J Gladstone,Home for Halloween,Clay J Gladstone,Home For Halloween,emo,youtube,,https://www.youtube.com/watch?v=TwBlloHVW9k,TwBlloHVW9k,,,,,Home For Halloween,Clay J Gladstone,0E9RYAUauwVIy8C2iyQzRN,,0.341,0.868,5.0,-5.773,1.0,0.0837,0.000212,1.22e-06,0.447,0.29,120.738,audio_features,spotify:track:0E9RYAUauwVIy8C2iyQzRN,https://api.spotify.com/v1/tracks/0E9RYAUauwVIy8C2iyQzRN,https://api.spotify.com/v1/audio-analysis/0E9RYAUauwVIy8C2iyQzRN,261111.0,4.0,https://i.scdn.co/image/ab67616d0000b273f3dfe2edc50cfe376f5f12ba,2022-04-28,2022.0,False,20.0,https://p.scdn.co/mp3-preview/61156943b4c3c087931606bf91093428ae7c50d4?cid=484c8fc1e0c54669ac770f80991a8280,'aussie emo',23,1366
Speck - Junk Net [Noise Rock] (2022),Speck - Junk Net,2022-12-03,0.75,2.0,Speck,Junk Net,Speck,Junk Net,noise rock,youtube,,https://www.youtube.com/watch?v=rls-pG2CrCA,rls-pG2CrCA,,,,,Junk Net,Speck,4eVw7P6cq2ZKGBVJ3dHJyM,,0.191,0.000715,6.0,-5.434,1.0,0.0449,0.000336,0.925,0.112,0.0373,124.205,audio_features,spotify:track:4eVw7P6cq2ZKGBVJ3dHJyM,https://api.spotify.com/v1/tracks/4eVw7P6cq2ZKGBVJ3dHJyM,https://api.spotify.com/v1/audio-analysis/4eVw7P6cq2ZKGBVJ3dHJyM,91220.0,4.0,https://i.scdn.co/image/ab67616d0000b273b565358977b49bebcd4c59bc,2022-07-29,2022.0,False,0.0,https://p.scdn.co/mp3-preview/ecbfa1b56f7b0b99c14efbc60a66eff4653b532c?cid=484c8fc1e0c54669ac770f80991a8280,"'rap', 'trap', 'vapor trap', 'viral rap'",65,1355996
"Joe Dowell - ""Wooden Heart"" [Traditional Pop Vocal] (1961)",Wooden Heart,2022-12-05,0.67,2.0,Joe Dowell,Wooden Heart,,,traditional pop vocal,youtube,,https://www.youtube.com/watch?v=ujuEnYuUf6w,ujuEnYuUf6w,,,,,Wooden Heart,Joe Dowell,2ELAMT68a78OGwhCgj9Kai,,0.844,0.462,1.0,-9.855,1.0,0.0525,0.713,0.0234,0.106,0.947,84.913,audio_features,spotify:track:2ELAMT68a78OGwhCgj9Kai,https://api.spotify.com/v1/tracks/2ELAMT68a78OGwhCgj9Kai,https://api.spotify.com/v1/audio-analysis/2ELAMT68a78OGwhCgj9Kai,118427.0,4.0,https://i.scdn.co/image/ab67616d0000b27371a53b93922682760af8abb8,2009-01-01,2009.0,False,22.0,,'deep adult standards',9,406
Mister Ambience - 1899 [Soundtrack] (2022),1899 (2022) Music & Ambience,2022-12-06,0.63,2.0,Mister Ambience,1899,,,soundtrack,youtube,,https://www.youtube.com/watch?v=LdSEVXy14Ow,LdSEVXy14Ow,,,,,Amazing Ambience Sounds,Rain Sounds,5qdoKtVWhdPAcdmUoifJ5K,,0.17,0.997,6.0,-28.838,1.0,0.0634,0.2,0.958,0.919,1e-05,117.364,audio_features,spotify:track:5qdoKtVWhdPAcdmUoifJ5K,https://api.spotify.com/v1/tracks/5qdoKtVWhdPAcdmUoifJ5K,https://api.spotify.com/v1/audio-analysis/5qdoKtVWhdPAcdmUoifJ5K,176000.0,3.0,https://i.scdn.co/image/ab67616d0000b2735459a56eb5c051fa87ad2167,2022-02-21,2022.0,False,47.0,https://p.scdn.co/mp3-preview/675cd9e0aad2937f47defcec895c3f72822b0d7e?cid=484c8fc1e0c54669ac770f80991a8280,"'environmental', 'sleep'",65,58299
Ward White -- Ice Cream Chords [Art Pop/Rock] (2022),Ice Cream Chords,2022-12-06,0.67,2.0,Ward White,Ice Cream Chords,,,"art pop, rock",youtube,,https://www.youtube.com/watch?v=jdEj0TfAAVM,jdEj0TfAAVM,,,,,Ice Cream Chords,Ward White,214MvOHxc3V4YlcOqotYXz,,0.577,0.489,5.0,-7.153,1.0,0.0335,0.546,0.000215,0.138,0.301,85.0,audio_features,spotify:track:214MvOHxc3V4YlcOqotYXz,https://api.spotify.com/v1/tracks/214MvOHxc3V4YlcOqotYXz,https://api.spotify.com/v1/audio-analysis/214MvOHxc3V4YlcOqotYXz,270053.0,4.0,https://i.scdn.co/image/ab67616d0000b27347be4b5dfb425c06b6e0d010,2022-12-02,2022.0,False,1.0,https://p.scdn.co/mp3-preview/2e26b98d643fca98e7e7267430a2dc6aa48972c1?cid=484c8fc1e0c54669ac770f80991a8280,,1,87
"FKJ - French Kiwi Juice [indie, alt, electronic] - full album vinyl rip",FKJ - French Kiwi Juice (full album vinyl rip),2022-12-07,0.67,2.0,FKJ,French Kiwi Juice,FKJ,French Kiwi Juice,"indie, alt, electronic",youtube,,https://www.youtube.com/watch?v=l8WQIV4RPTA,l8WQIV4RPTA,,,,,Fly - FKJ Remix,June Marieezy,2cbWaw8K4fKvR9kgBg3ugq,,0.657,0.528,6.0,-8.039,0.0,0.0679,0.707,0.000158,0.264,0.35,75.44,audio_features,spotify:track:2cbWaw8K4fKvR9kgBg3ugq,https://api.spotify.com/v1/tracks/2cbWaw8K4fKvR9kgBg3ugq,https://api.spotify.com/v1/audio-analysis/2cbWaw8K4fKvR9kgBg3ugq,252000.0,4.0,https://i.scdn.co/image/ab67616d0000b2731e89bb7b71df51f9f9f54fe7,2015-03-16,2015.0,False,49.0,https://p.scdn.co/mp3-preview/29f4f0b0eddbd794ea2a9ee81909b5ac2fe63dbc?cid=484c8fc1e0c54669ac770f80991a8280,"'indie soul', 'pinoy r&b'",42,59698
