r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
"Dropkick Murphys - Which Side Are You On? [Punk] At this time in this climate, which side are you on?",Which Side Are You On?,2022-12-04,0.7,27.0,Dropkick Murphys,Which Side Are You On?,,,punk,spotify,https://open.spotify.com/track/4zgSTJStTFStDeHts21zNZ,,,,,,4zgSTJStTFStDeHts21zNZ,Which Side Are You On?,Dropkick Murphys,4zgSTJStTFStDeHts21zNZ,https://open.spotify.com/track/4zgSTJStTFStDeHts21zNZ,0.366,0.941,7.0,-3.786,1.0,0.0505,0.0441,3.65e-05,0.273,0.338,102.318,audio_features,spotify:track:4zgSTJStTFStDeHts21zNZ,https://api.spotify.com/v1/tracks/4zgSTJStTFStDeHts21zNZ,https://api.spotify.com/v1/audio-analysis/4zgSTJStTFStDeHts21zNZ,148613.0,4.0,https://i.scdn.co/image/ab67616d0000b273d5e5fa11384e993588b78bec,2001-01-01,2001.0,False,31.0,https://p.scdn.co/mp3-preview/860336aa66ec9ad2f1735fa886ee63f654de6c3f?cid=484c8fc1e0c54669ac770f80991a8280,"'boston punk', 'boston rock', 'celtic punk', 'celtic rock', 'punk', 'skate punk'",61,1126199
Carmen Flores - - Te Daré [Spanish Folk/ Coplas] (1975),Súper Combo: Latin Funk Fantasy with Coco María,2022-12-01,0.84,25.0,Carmen Flores,Te Daré,Súper Combo,Latin Funk Fantasy with Coco María,"spanish folk, coplas",youtube,,https://www.youtube.com/watch?v=LKA4YcYMStE,LKA4YcYMStE,,,,,Te Darán Ganas De Verme,Banda Los Recoditos,3gizL2fAU59XhtjbZpbme7,,0.798,0.547,11.0,-4.031,0.0,0.173,0.31,1.63e-06,0.156,0.915,110.09,audio_features,spotify:track:3gizL2fAU59XhtjbZpbme7,https://api.spotify.com/v1/tracks/3gizL2fAU59XhtjbZpbme7,https://api.spotify.com/v1/audio-analysis/3gizL2fAU59XhtjbZpbme7,175973.0,4.0,https://i.scdn.co/image/ab67616d0000b273fc8004edc05313e46b7b41fd,2017-08-18,2017.0,False,54.0,,"'banda', 'musica mexicana', 'nueva musica mexicana', 'ranchera'",67,3996169
The Tragically Hip - Nautical Disaster [rock],The Tragically Hip   Nautical Disaster with Lyrics in Description,2022-12-04,0.9,23.0,The Tragically Hip,Nautical Disaster,,,rock,youtube,,https://www.youtube.com/watch?v=uNF5V6cx6Ac,uNF5V6cx6Ac,,,,,Nautical Disaster,The Tragically Hip,58Gi98Nvrjo7qVI1dHOqFD,,0.439,0.907,7.0,-7.942,1.0,0.101,0.00252,0.436,0.106,0.0395,117.464,audio_features,spotify:track:58Gi98Nvrjo7qVI1dHOqFD,https://api.spotify.com/v1/tracks/58Gi98Nvrjo7qVI1dHOqFD,https://api.spotify.com/v1/audio-analysis/58Gi98Nvrjo7qVI1dHOqFD,282693.0,4.0,https://i.scdn.co/image/ab67616d0000b273fd15a0df85c91d436278bbbf,1994-09-09,1994.0,False,44.0,,"'canadian indie', 'canadian rock', 'kingston on indie', 'ontario indie', 'rock'",57,869089
The Grascals - Long List Of Heartaches [Bluegrass] (2006),Long List Of Heartaches,2022-12-01,0.89,23.0,The Grascals,Long List Of Heartaches,,,bluegrass,youtube,,https://www.youtube.com/watch?v=QPp1VUk0ewo,QPp1VUk0ewo,,,,,Long List Of Heartaches,The Grascals,6VdbqemP6gTkGTg7qkXEzS,,0.743,0.669,9.0,-6.123,1.0,0.0382,0.643,0.0,0.129,0.964,112.006,audio_features,spotify:track:6VdbqemP6gTkGTg7qkXEzS,https://api.spotify.com/v1/tracks/6VdbqemP6gTkGTg7qkXEzS,https://api.spotify.com/v1/audio-analysis/6VdbqemP6gTkGTg7qkXEzS,160493.0,4.0,https://i.scdn.co/image/ab67616d0000b27372921425e5b26bd1e8620711,2006-08-29,2006.0,False,22.0,,"'banjo', 'bluegrass', 'bluegrass gospel', 'neo-traditional bluegrass', 'progressive bluegrass'",30,14905
Dave Brons - Song of the Sea [Celtic Prog] (2022),Dave Brons - Song of the Sea,2022-12-07,0.83,22.0,Dave Brons,Song of the Sea,Dave Brons,Song of the Sea,celtic prog,youtube,,https://www.youtube.com/watch?v=BinmPERJ1Ng,BinmPERJ1Ng,,,,,Song of the Sea,Lisa Hannigan,3uPFbGBCDCpJoZk3ETA9zL,,0.46,0.277,2.0,-15.156,0.0,0.029,0.941,0.315,0.0969,0.371,84.04,audio_features,spotify:track:3uPFbGBCDCpJoZk3ETA9zL,https://api.spotify.com/v1/tracks/3uPFbGBCDCpJoZk3ETA9zL,https://api.spotify.com/v1/audio-analysis/3uPFbGBCDCpJoZk3ETA9zL,162867.0,4.0,https://i.scdn.co/image/ab67616d0000b273012871ed425af4f4a449c25b,2014-12-07,2014.0,False,38.0,https://p.scdn.co/mp3-preview/fc4afda20fcb1f44e105e040133614e81c1c1e17?cid=484c8fc1e0c54669ac770f80991a8280,'irish singer-songwriter',52,172324
Elephant Heart - The Digital [Dance/Electronic] (2019),Elephant Heart - The Digital (Official Music Video),2022-12-05,0.66,22.0,Elephant Heart,The Digital,Elephant Heart,The Digital,"dance, electronic",youtube,,https://www.youtube.com/watch?v=kTIfmMx3hCA,kTIfmMx3hCA,,,,,The Digital - The Funk Hunters & Defunk Remix,Elephant Heart,0qEWe3qaFhkwFCbsZIBwo9,,0.636,0.845,1.0,-5.782,1.0,0.0982,0.00291,0.000101,0.133,0.455,83.952,audio_features,spotify:track:0qEWe3qaFhkwFCbsZIBwo9,https://api.spotify.com/v1/tracks/0qEWe3qaFhkwFCbsZIBwo9,https://api.spotify.com/v1/audio-analysis/0qEWe3qaFhkwFCbsZIBwo9,211335.0,4.0,https://i.scdn.co/image/ab67616d0000b273c8b4691b0a37c91883d6ad7e,2019-08-21,2019.0,False,34.0,https://p.scdn.co/mp3-preview/031b2ada9f8b6af3336419cecd10b01429746615?cid=484c8fc1e0c54669ac770f80991a8280,,28,11228
"knivsout - For Fear, Fairness, and Other Cosmic Grudges [noise rock] (2021)","For Fear, Fairness, and Other Cosmic Grudges",2022-12-06,0.74,20.0,knivsout,"For Fear, Fairness, and Other Cosmic Grudges",,,noise rock,youtube,,https://www.youtube.com/watch?v=qEz_WaADIBg,qEz_WaADIBg,,,,,"For Fear, Fairness, and Other Cosmic Grudges",Knivsout,1xbMScE9FAPhULBPNF6azC,,0.321,0.92,4.0,-5.535,1.0,0.0756,0.00234,0.0343,0.412,0.349,157.95,audio_features,spotify:track:1xbMScE9FAPhULBPNF6azC,https://api.spotify.com/v1/tracks/1xbMScE9FAPhULBPNF6azC,https://api.spotify.com/v1/audio-analysis/1xbMScE9FAPhULBPNF6azC,263568.0,4.0,https://i.scdn.co/image/ab67616d0000b273dcce7899b7f237c36f16f582,2022-11-28,2022.0,False,1.0,https://p.scdn.co/mp3-preview/6aa4e206d5d5b36805dc72624acba9c06709af19?cid=484c8fc1e0c54669ac770f80991a8280,,3,239
Grateful Dead - Friend of the Devil [Folk Rock],Friend of the Devil (2013 Remaster),2022-12-07,0.89,19.0,Grateful Dead,Friend of the Devil,,,folk rock,youtube,,https://www.youtube.com/watch?v=HHaTRMs_FZA,HHaTRMs_FZA,,,,,Friend of the Devil,Grateful Dead,5ZLzl6T8JwqMTMdoE0nCbU,,0.642,0.628,7.0,-12.849,1.0,0.0358,0.334,8.29e-06,0.614,0.893,103.317,audio_features,spotify:track:5ZLzl6T8JwqMTMdoE0nCbU,https://api.spotify.com/v1/tracks/5ZLzl6T8JwqMTMdoE0nCbU,https://api.spotify.com/v1/audio-analysis/5ZLzl6T8JwqMTMdoE0nCbU,201867.0,4.0,https://i.scdn.co/image/ab67616d0000b2732088112ea9cf2508ff950559,1970-06-01,1970.0,False,62.0,https://p.scdn.co/mp3-preview/5ff79354d371514ecdb10cb97ce71f49870d111a?cid=484c8fc1e0c54669ac770f80991a8280,"'classic rock', 'cosmic american', 'country rock', 'double drumming', 'jam band', 'psychedelic rock', 'rock'",65,1582483
Merry Go Round of Life - Howl's Moving Castle [Kalimba],Merry Go Round of Life - Howl's Moving Castle ( kalimba cover by April Yang),2022-12-06,0.7,19.0,Merry Go Round of Life,Howls Moving Castle,Merry Go Round of Life,Howls Moving Castle,kalimba,youtube,,https://www.youtube.com/watch?v=Y1pwnMcLnwo,Y1pwnMcLnwo,,,,,Howl's Moving Castle - Merry-Go-Round of Life,Vitamin String Quartet,20nMssNxX89e7YMoT0gpFQ,,0.258,0.179,2.0,-13.822,0.0,0.0454,0.876,4.49e-05,0.0709,0.446,72.795,audio_features,spotify:track:20nMssNxX89e7YMoT0gpFQ,https://api.spotify.com/v1/tracks/20nMssNxX89e7YMoT0gpFQ,https://api.spotify.com/v1/audio-analysis/20nMssNxX89e7YMoT0gpFQ,184875.0,3.0,https://i.scdn.co/image/ab67616d0000b273c6e61ada47efae2c821c1592,2016-02-19,2016.0,False,58.0,https://p.scdn.co/mp3-preview/ee5b70bfb0d4665fafc8db69ce01f7ea941f81c0?cid=484c8fc1e0c54669ac770f80991a8280,'bow pop',62,643722
Solex -vs- Cristina Martinez + Jon Spencer -- Galaxy Man [Sampledelia/Plunderphonics] (2010),Solex Vs. Cristina Martinez + Jon Spencer - Galaxy Man (Official Video),2022-12-04,0.78,18.0,Solex -vs- Cristina Martinez + Jon Spencer,Galaxy Man,Solex Vs. Cristina Martinez + Jon Spencer,Galaxy Man,"sampledelia, plunderphonics",youtube,,https://www.youtube.com/watch?v=RIPv3RXHfNI,RIPv3RXHfNI,,,,,Galaxy Man,Solex vs Cristina Martinez + Jon Spencer,1rP4qJzzfgjI9oX8c0g6wD,,0.406,0.742,6.0,-5.328,1.0,0.0344,0.315,0.022,0.128,0.82,101.019,audio_features,spotify:track:1rP4qJzzfgjI9oX8c0g6wD,https://api.spotify.com/v1/tracks/1rP4qJzzfgjI9oX8c0g6wD,https://api.spotify.com/v1/audio-analysis/1rP4qJzzfgjI9oX8c0g6wD,160067.0,4.0,https://i.scdn.co/image/ab67616d0000b273cdc0334204798c22c8487e99,2010-05-18,2010.0,False,0.0,https://p.scdn.co/mp3-preview/b23c53f568bddec59941a163f32f5acd6afc3ab2?cid=484c8fc1e0c54669ac770f80991a8280,,0,77
Reina Ueda — Suicide Prototype [nightcore version] (2018),Nightcore - Suicide Prototype (Caligula Overdose OST),2022-12-04,0.62,18.0,Reina Ueda,Suicide Prototype,Nightcore,Suicide Prototype,nightcore version,youtube,,https://www.youtube.com/watch?v=c9s7YneWCUc,c9s7YneWCUc,,,,,Armor,Nightcore Reality,3SINlCc2yyMNQxzbYU1NJH,,0.582,0.704,9.0,-5.676,1.0,0.0349,0.164,1.34e-05,0.133,0.287,90.323,audio_features,spotify:track:3SINlCc2yyMNQxzbYU1NJH,https://api.spotify.com/v1/tracks/3SINlCc2yyMNQxzbYU1NJH,https://api.spotify.com/v1/audio-analysis/3SINlCc2yyMNQxzbYU1NJH,178595.0,4.0,https://i.scdn.co/image/ab67616d0000b273f2994ed08369ef16b1d8a08d,2017-01-31,2017.0,False,43.0,https://p.scdn.co/mp3-preview/4b78c2ee241c83276bd4acac436cd4c57c01eb25?cid=484c8fc1e0c54669ac770f80991a8280,"'nightcore', 'otacore'",48,244067
Blue Mockingbirds -- When Did You Leave Heaven? [Blues] (2022),BLUE MOCKINGBIRDS - When Did You Leave Heaven?,2022-12-04,0.93,18.0,Blue Mockingbirds,When Did You Leave Heaven?,BLUE MOCKINGBIRDS,When Did You Leave Heaven?,blues,youtube,,https://www.youtube.com/watch?v=VkMm02gb4LE,VkMm02gb4LE,,,,,When Did You Leave Heaven,Pokey LaFarge,0e4YE32wkrnJbzHuyV7bBb,,0.619,0.143,10.0,-11.974,1.0,0.034,0.951,0.000185,0.0792,0.331,91.854,audio_features,spotify:track:0e4YE32wkrnJbzHuyV7bBb,https://api.spotify.com/v1/tracks/0e4YE32wkrnJbzHuyV7bBb,https://api.spotify.com/v1/audio-analysis/0e4YE32wkrnJbzHuyV7bBb,223613.0,4.0,https://i.scdn.co/image/ab67616d0000b273068c6ab51305e24eb141ecfb,2015-01-01,2015.0,False,28.0,,"'indie folk', 'new americana', 'roots rock'",45,94986
Gesleir - Très disco [indie pop] (2020),Gesleir - Très Disco,2022-12-02,0.92,17.0,Gesleir,Très disco,Gesleir,Très Disco,indie pop,youtube,,https://www.youtube.com/watch?v=MEJMpGw17-E,MEJMpGw17-E,,,,,Très Disco,Claude,0xVsnpBRJq8rmnN9uv2hJQ,,0.715,0.684,1.0,-7.799,0.0,0.0447,0.0427,0.101,0.0664,0.73,110.04,audio_features,spotify:track:0xVsnpBRJq8rmnN9uv2hJQ,https://api.spotify.com/v1/tracks/0xVsnpBRJq8rmnN9uv2hJQ,https://api.spotify.com/v1/audio-analysis/0xVsnpBRJq8rmnN9uv2hJQ,289091.0,4.0,https://i.scdn.co/image/ab67616d0000b27314b67fd4cfcdaba9fc304f05,2020-05-28,2020.0,False,44.0,https://p.scdn.co/mp3-preview/334fc5ed72f88707e6a7b11882437d529f71eadd?cid=484c8fc1e0c54669ac770f80991a8280,"'classical', 'impressionism', 'post-romantic era'",69,1338530
"Part Time - Modern History [Synth-Pop, Lo-Fi, Psychedelic Pop] (2019)",Modern History,2022-12-04,0.78,16.0,Part Time,Modern History,,,"synth-pop, lo-fi, psychedelic pop",youtube,,https://www.youtube.com/watch?v=alI_nIsHnxo,alI_nIsHnxo,,,,,Everyone's Got a Gun,Part Time,72rXnJlwA38WJZscgAixNb,,0.684,0.852,6.0,-7.255,0.0,0.0432,0.0543,0.538,0.0898,0.845,130.877,audio_features,spotify:track:72rXnJlwA38WJZscgAixNb,https://api.spotify.com/v1/tracks/72rXnJlwA38WJZscgAixNb,https://api.spotify.com/v1/audio-analysis/72rXnJlwA38WJZscgAixNb,254511.0,4.0,https://i.scdn.co/image/ab67616d0000b27303187c64de178515f9be1b89,2019-01-01,2019.0,False,26.0,https://p.scdn.co/mp3-preview/7055639095fd32dd208e025c49ab658f591044a4?cid=484c8fc1e0c54669ac770f80991a8280,"'chillwave', 'experimental pop', 'indie garage rock'",48,81798
Elvis Costello - The Angels Wanna Wear My Red Shoes [Power Pop/New Wave],[The Angels Wanna Wear My] Red Shoes,2022-12-05,0.78,15.0,Elvis Costello,The Angels Wanna Wear My Red Shoes,,,"power pop, new wave",youtube,,https://www.youtube.com/watch?v=pS8oaMFsBEk,pS8oaMFsBEk,,,,,(The Angels Wanna Wear My) Red Shoes,Elvis Costello,0GmLrYUBXDC5vti77zBZfJ,,0.577,0.636,4.0,-9.825,1.0,0.0491,0.0556,0.00016,0.226,0.901,134.768,audio_features,spotify:track:0GmLrYUBXDC5vti77zBZfJ,https://api.spotify.com/v1/tracks/0GmLrYUBXDC5vti77zBZfJ,https://api.spotify.com/v1/audio-analysis/0GmLrYUBXDC5vti77zBZfJ,167680.0,4.0,https://i.scdn.co/image/ab67616d0000b273008a93d976cfd5a76ba06b9b,1977-07-22,1977.0,False,38.0,,"'art rock', 'folk', 'folk rock', 'mellow gold', 'new wave pop', 'permanent wave', 'power pop', 'pub rock', 'rock', 'roots rock', 'singer-songwriter'",57,494794
Zibéll - First ascent [Lofi/triphop](2022),Zibéll - First ascent,2022-12-06,0.74,15.0,Zibéll,First ascent,Zibéll,First ascent,"lofi, triphop",youtube,,https://www.youtube.com/watch?v=VcfFdxqc95E,VcfFdxqc95E,,,,,First Ascent - Original mix,OOOD,2ZLvcIOHrAFGr6IzTAmKsp,,0.621,0.862,6.0,-8.38,0.0,0.0361,0.00205,0.858,0.0903,0.0799,125.002,audio_features,spotify:track:2ZLvcIOHrAFGr6IzTAmKsp,https://api.spotify.com/v1/tracks/2ZLvcIOHrAFGr6IzTAmKsp,https://api.spotify.com/v1/audio-analysis/2ZLvcIOHrAFGr6IzTAmKsp,560640.0,4.0,https://i.scdn.co/image/ab67616d0000b273898c3d26c3fa9273eb658e8e,2021-09-24,2021.0,False,2.0,https://p.scdn.co/mp3-preview/385a1481c95e8188ef537cd714ae678c74ad031e?cid=484c8fc1e0c54669ac770f80991a8280,,9,1250
The Clean - Point That Thing Somewhere Else [Indie Rock/Psychedelic] Rest In Peace Hamish Kilgour,The Clean - Point That Thing Somewhere Else,2022-12-05,0.89,14.0,The Clean,Point That Thing Somewhere Else,The Clean,Point That Thing Somewhere Else,"indie rock, psychedelic",youtube,,https://www.youtube.com/watch?v=cQ8C-ndyFXk,cQ8C-ndyFXk,,,,,Point That Thing Somewhere Else,The Clean,4cQbgX5gLIbDucmLYI8oyj,,0.537,0.646,0.0,-8.98,1.0,0.0352,0.0663,0.78,0.274,0.511,140.603,audio_features,spotify:track:4cQbgX5gLIbDucmLYI8oyj,https://api.spotify.com/v1/tracks/4cQbgX5gLIbDucmLYI8oyj,https://api.spotify.com/v1/audio-analysis/4cQbgX5gLIbDucmLYI8oyj,327600.0,4.0,https://i.scdn.co/image/ab67616d0000b273f693c34182876490abb8e34b,2003-01-21,2003.0,False,30.0,https://p.scdn.co/mp3-preview/4c2eda5b78ac4d4ccc9d2184bb6b8093c4cad20e?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative rock', 'dunedin indie', 'dunedin sound', 'garage psych', 'gbvfi', 'indie rock', 'lo-fi', 'nz indie', 'post-punk'",37,33528
JORDANN - - Live at Session De Salon [Bedroom pop] (2022),Session de salon - JORDANN,2022-12-02,0.82,13.0,JORDANN,Live at Session De Salon,Session de salon,JORDANN,bedroom pop,youtube,,https://www.youtube.com/watch?v=RkMTaYVOnbs,RkMTaYVOnbs,,,,,Bassball - Live at Session de Salon,JORDANN,51ggaY6A8jcsJP7ITvoBOp,,0.782,0.406,5.0,-10.734,0.0,0.033,0.362,0.872,0.094,0.694,100.024,audio_features,spotify:track:51ggaY6A8jcsJP7ITvoBOp,https://api.spotify.com/v1/tracks/51ggaY6A8jcsJP7ITvoBOp,https://api.spotify.com/v1/audio-analysis/51ggaY6A8jcsJP7ITvoBOp,174354.0,4.0,https://i.scdn.co/image/ab67616d0000b273e5e88388b09ec6cf29c13e8f,2022-12-02,2022.0,False,16.0,https://p.scdn.co/mp3-preview/4c895b174cb5a9fe21346fa8a97c4daf6b8abf16?cid=484c8fc1e0c54669ac770f80991a8280,"'bedroom pop', 'indie r&b'",45,24016
Sleepmonster - A Brassy Embryo [hifi garage rock] (2018),A Brassy Embryo,2022-12-05,0.81,12.0,Sleepmonster,A Brassy Embryo,,,hifi garage rock,youtube,,https://www.youtube.com/watch?v=4pWNMo3VjKI,4pWNMo3VjKI,,,,,A Brassy Embryo,Sleepmonster,0g0FFU8jr3qHkUCU7YHQO7,,0.647,0.503,5.0,-8.365,0.0,0.0302,0.0519,0.00432,0.116,0.34,119.903,audio_features,spotify:track:0g0FFU8jr3qHkUCU7YHQO7,https://api.spotify.com/v1/tracks/0g0FFU8jr3qHkUCU7YHQO7,https://api.spotify.com/v1/audio-analysis/0g0FFU8jr3qHkUCU7YHQO7,185978.0,4.0,https://i.scdn.co/image/ab67616d0000b273f15563fdb34d4d63a05a5b20,2018-10-19,2018.0,False,1.0,https://p.scdn.co/mp3-preview/ffd1e4ff6aeeb1534c8adf79391d043f12a41932?cid=484c8fc1e0c54669ac770f80991a8280,,1,206
The Beards - You should consider having sex with a bearded man (live) [Comedy/Rock],The Beards - Sharp Dressed Man (Triple J Like a Version cover - 2011),2022-12-06,0.65,11.0,The Beards,You should consider having sex with a bearded man,The Beards,Sharp Dressed Man,"comedy, rock",youtube,,https://www.youtube.com/watch?v=GNBSvHbFg1A,GNBSvHbFg1A,,,,,You Should Consider Having Sex with a Bearded Man,The Beards,0dU3QlJnVGPCIqlbRbE42A,,0.679,0.741,11.0,-4.673,0.0,0.0435,0.0329,0.0,0.375,0.649,127.102,audio_features,spotify:track:0dU3QlJnVGPCIqlbRbE42A,https://api.spotify.com/v1/tracks/0dU3QlJnVGPCIqlbRbE42A,https://api.spotify.com/v1/audio-analysis/0dU3QlJnVGPCIqlbRbE42A,222227.0,4.0,https://i.scdn.co/image/ab67616d0000b273add243931688b99158cf9166,2012-03-09,2012.0,False,36.0,https://p.scdn.co/mp3-preview/9cc6700c0fe1d1aec9c7f96c8a83146ba4164dd6?cid=484c8fc1e0c54669ac770f80991a8280,'comic',29,24837
"Cruel Reflections - 30 Minutes or Less [Indie Rock, Post-Punk, Cold Wave] (2018)",Cruel Reflections - 30 Minutes or Less (Official Audio),2022-12-05,0.75,11.0,Cruel Reflections,30 Minutes or Less,Cruel Reflections,30 Minutes or Less,"indie rock, post-punk, cold wave",youtube,,https://www.youtube.com/watch?v=3LtbJKTbQLE,3LtbJKTbQLE,,,,,30 Minutes or Less,Cruel Reflections,69VGXsGeYMs0CrBhf6O3YT,,0.561,0.949,1.0,-4.516,0.0,0.0457,0.0588,0.705,0.0967,0.935,167.053,audio_features,spotify:track:69VGXsGeYMs0CrBhf6O3YT,https://api.spotify.com/v1/tracks/69VGXsGeYMs0CrBhf6O3YT,https://api.spotify.com/v1/audio-analysis/69VGXsGeYMs0CrBhf6O3YT,204105.0,4.0,https://i.scdn.co/image/ab67616d0000b273079b5e755b4c613cc75631d6,2018-01-08,2018.0,False,10.0,https://p.scdn.co/mp3-preview/67fb90ed36480db494bf2648ca87caec7841db27?cid=484c8fc1e0c54669ac770f80991a8280,,6,1052
The Rezillos - No [Punk Rock] A Killer Album Track,No,2022-12-06,0.69,11.0,The Rezillos,No,,,punk rock,youtube,,https://www.youtube.com/watch?v=9Eo7ytl-QyU,9Eo7ytl-QyU,,,,,No,The Rezillos,4wLlDSlR2a4vRKl8qWDhpY,,0.518,0.882,7.0,-11.808,1.0,0.0406,1.69e-05,0.573,0.1,0.901,96.374,audio_features,spotify:track:4wLlDSlR2a4vRKl8qWDhpY,https://api.spotify.com/v1/tracks/4wLlDSlR2a4vRKl8qWDhpY,https://api.spotify.com/v1/audio-analysis/4wLlDSlR2a4vRKl8qWDhpY,142307.0,4.0,https://i.scdn.co/image/ab67616d0000b2734fe12919edf4201ca62ef2fc,1993-01-01,1993.0,False,21.0,https://p.scdn.co/mp3-preview/2574c378ba4d866b5580a79f9724773ee9b257e9?cid=484c8fc1e0c54669ac770f80991a8280,"'pub rock', 'punk', 'scottish new wave', 'zolo'",32,45743
cktrl -- Yield [Jazz] (2022),cktrl - yield,2022-12-06,0.77,11.0,cktrl,Yield,cktrl,yield,jazz,youtube,,https://www.youtube.com/watch?v=o_5b-vDO76Q,o_5b-vDO76Q,,,,,yield - A COLORS SHOW,cktrl,4aNKxtGS56o4OWD0EUxcWp,,0.226,0.14,2.0,-13.217,1.0,0.0317,0.976,0.633,0.0743,0.0697,81.97,audio_features,spotify:track:4aNKxtGS56o4OWD0EUxcWp,https://api.spotify.com/v1/tracks/4aNKxtGS56o4OWD0EUxcWp,https://api.spotify.com/v1/audio-analysis/4aNKxtGS56o4OWD0EUxcWp,260000.0,3.0,https://i.scdn.co/image/ab67616d0000b27321e5252e2781b28b29d5f70d,2022-09-15,2022.0,False,35.0,https://p.scdn.co/mp3-preview/6dfe0e32d96528f6b5bd88ef4cf1e0bf5a88a094?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative r&b', 'indie r&b'",35,13232
Fox On Stilts - in the ground [indie/alt rock] (2022),in the ground,2022-12-06,0.73,11.0,Fox On Stilts,in the ground,,,"indie, alt rock",youtube,,https://www.youtube.com/watch?v=MYlZXp5dk_w,MYlZXp5dk_w,,,,,in the ground,Fox on Stilts,5oEqHciPlPaS1mPhXWfxis,,0.735,0.502,10.0,-12.214,1.0,0.157,0.552,0.514,0.26,0.918,89.499,audio_features,spotify:track:5oEqHciPlPaS1mPhXWfxis,https://api.spotify.com/v1/tracks/5oEqHciPlPaS1mPhXWfxis,https://api.spotify.com/v1/audio-analysis/5oEqHciPlPaS1mPhXWfxis,207237.0,4.0,https://i.scdn.co/image/ab67616d0000b2739f00f92fba01b8a15f0be609,2022-06-13,2022.0,False,8.0,https://p.scdn.co/mp3-preview/ba7f462235b3c27f41a60046b87f51c521a76ab7?cid=484c8fc1e0c54669ac770f80991a8280,,2,221
Bush - 40 Miles from the Sun [Alternative Rock] (1999),40 Miles from the Sun,2022-12-06,0.72,10.0,Bush,40 Miles from the Sun,,,alternative rock,youtube,,https://www.youtube.com/watch?v=zjcO3c4m8V8,zjcO3c4m8V8,,,,,40 Miles from the Sun,Bush,5Dfsv0I8x9qWquXSE4ucuz,,0.501,0.494,4.0,-10.363,0.0,0.0327,0.241,0.582,0.117,0.133,91.065,audio_features,spotify:track:5Dfsv0I8x9qWquXSE4ucuz,https://api.spotify.com/v1/tracks/5Dfsv0I8x9qWquXSE4ucuz,https://api.spotify.com/v1/audio-analysis/5Dfsv0I8x9qWquXSE4ucuz,219400.0,4.0,https://i.scdn.co/image/ab67616d0000b2735e9002a7b39f457e38174fbb,2014-10-14,2014.0,False,26.0,,"'alternative metal', 'alternative rock', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock'",61,1633544
Social Distortion - It's All Over Now [Cow Punk],It's All Over Now,2022-12-06,0.73,9.0,Social Distortion,Its All Over Now,,,cow punk,youtube,,https://www.youtube.com/watch?v=TemllNXQY3U,TemllNXQY3U,,,,,It's All Over Now,Social Distortion,383wUfEK6gXcHEDaTrguvU,,0.466,0.979,11.0,-7.858,0.0,0.0628,0.0167,0.00182,0.308,0.433,112.882,audio_features,spotify:track:383wUfEK6gXcHEDaTrguvU,https://api.spotify.com/v1/tracks/383wUfEK6gXcHEDaTrguvU,https://api.spotify.com/v1/audio-analysis/383wUfEK6gXcHEDaTrguvU,246960.0,4.0,https://i.scdn.co/image/ab67616d0000b273c3ac3086057904ce502fa568,1990-03-27,1990.0,False,12.0,https://p.scdn.co/mp3-preview/912f3502c4ff3c73e85b0558841959b074939dd7?cid=484c8fc1e0c54669ac770f80991a8280,"'punk', ""punk 'n' roll"", 'skate punk', 'socal pop punk'",55,567650
Wombo — One of These [Indie Rock] (2022),Wombo - One of These (Official Music Video),2022-12-02,0.91,9.0,Wombo,One of These,Wombo,One of These,indie rock,youtube,,https://www.youtube.com/watch?v=yIGcUnbs7cY,yIGcUnbs7cY,,,,,One of These,Wombo,3fYA8wB2KM63bosA6UHF1g,,0.582,0.701,11.0,-6.732,1.0,0.0266,0.166,0.894,0.125,0.782,105.575,audio_features,spotify:track:3fYA8wB2KM63bosA6UHF1g,https://api.spotify.com/v1/tracks/3fYA8wB2KM63bosA6UHF1g,https://api.spotify.com/v1/audio-analysis/3fYA8wB2KM63bosA6UHF1g,205532.0,4.0,https://i.scdn.co/image/ab67616d0000b273db68eb9be2e565d074a402e9,2022-07-29,2022.0,False,32.0,https://p.scdn.co/mp3-preview/0779753a53c4d8c6d5208f1b019d6ade5d7bd9e5?cid=484c8fc1e0c54669ac770f80991a8280,"'bubblegrunge', 'garage psych', 'indie punk', 'louisville indie'",42,8669
